open,high,low,close,volume,trade_count,vwap,sma5,sma50,sma100,ema20,rsi14,macd,upperBB,lowerBB,ATR14,momentum,deviation,zscore,target
271.99,274.14,268.48,271.4,69886281.0,984732.0,271.298242,268.346,247.33899999999997,229.2775,259.36257113230096,83.89105058365756,1.1194801764675928,274.0032600049572,241.78073999504278,5.125707142857144,58.079999999999984,24.061000000000007,1.6768396755863613,0
276.99,277.32,269.16,270.37,86167123.0,1013846.0,271.334686,269.85599999999994,248.2484,229.95449999999997,260.41089769112943,80.53240118311378,0.9931417084872258,275.56068174635806,241.45831825364195,5.39285,65.02000000000001,22.1216,1.3911645745648429,0
270.42,270.85,266.25,269.05,50194583.0,731851.0,268.158598,269.904,249.0742,230.65720000000002,261.2336693395933,77.70833333333337,0.729309934525892,276.7861425835822,241.46885741641782,5.425350000000001,70.16000000000003,19.97580000000002,1.1238123149086536,1
268.325,271.486,267.615,270.04,49274846.0,713303.0,269.848198,270.11199999999997,249.9318,231.36559999999997,262.07236749772727,77.36647276573247,0.5388870761699014,278.06711401179416,241.54388598820594,5.391135714285714,71.53000000000003,20.10820000000001,1.1208757334800858,1
268.61,271.7,266.93,270.14,43683072.0,588621.0,269.802736,270.2,250.7484,232.1025,262.84071345032464,81.48764918123793,0.3464318313922501,279.218903555276,241.60009644472402,5.431135714285712,73.88999999999999,19.391599999999983,1.0346420577775985,0
267.89,273.4,267.89,269.77,51204045.0,718679.0,270.769052,269.87399999999997,251.53400000000002,232.81599999999997,263.5006455026747,77.69328263624848,0.1320076579138103,280.1984745203014,242.19352547969868,5.38827857142857,72.27999999999997,18.23599999999996,0.9024087879544211,0
269.795,272.29,266.77,268.47,48227365.0,754451.0,268.99162,269.494,252.2522,233.5443,263.9739173595628,63.5966826713227,-0.14459704447775223,280.0526144844288,244.65938551557136,4.9193500000000006,69.94000000000003,16.21780000000004,0.6909796227272401,1
268.96,273.73,267.455,269.43,41312412.0,675207.0,270.06817,269.57,252.998,234.2728,264.4935442776997,64.26735218509012,-0.30111773604677783,279.9747319211917,246.91426807880822,5.1204214285714285,58.640000000000015,16.432000000000016,0.7241882665090322,1
269.81,275.91,269.8,275.25,46208318.0,702875.0,274.120398,270.61199999999997,253.9086,235.0153,265.5179686322045,83.81642512077316,-0.06332686837178159,280.4042766130387,249.23272338696125,5.053278571428572,62.31999999999999,21.341399999999993,1.338592263830249,0
275.0,275.73,271.7,273.47,48397982.0,591930.0,273.72539,271.278,254.60859999999997,235.735,266.2753049529469,77.24597881522192,-0.07572445493277158,280.24140786667095,251.80859213332897,5.15471428571429,61.140000000000015,18.86140000000006,1.0473813173937045,0
